Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards
1477304571.storage.googleapis.com,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0
ap-login.com,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0
grrasawstraining.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
lycroproducts-my.sharepoint.com,0,0,1,5,0,0,1,1,0,0,1,1,0,0,1,0
myparc.sharepoint.com,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0
restaurantecuevaspalacios.com,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0
geonetc.net,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
sadervoyages.intnet.mu,0,0,1,3,0,0,1,0,0,0,0,0,0,0,1,0
blakefields.buzz,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0
registrobnwebplataforma.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0
titan-valves.com,0,0,0,5,0,0,0,1,0,1,0,0,0,0,1,0
xpixl.me,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
debbyfoodshop.com,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0
appleid.apple.com-sa.pm,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
poisedpurpleabstracttype.updates.repl.co,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
grindtimegym.com,0,0,1,7,0,0,0,0,0,1,0,1,0,0,1,0
suumo.jp,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0
coaltur.com,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0
ime.uff.br,0,0,1,8,0,0,0,0,0,1,1,1,0,0,1,0
159.203.115.201,1,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0
steamvert.tk,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
aurorabusinessunited.org,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,1
boldchila.beget.tech,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
doapositioning.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0
sdxat.xyz,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
rohini-marriageworld.com,0,0,1,4,0,0,0,1,0,1,0,1,0,0,1,0
alzahrani-online.com,0,0,1,3,0,0,0,1,0,0,0,1,0,0,1,0
leones.uy,0,1,1,2,0,0,0,0,1,1,1,1,0,0,1,0
induferram.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0
zipansion.com,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
pages-user-blocked.cf,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
maticcoupon.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0
docs.google.com,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0
myozhost.com,0,0,0,2,0,0,1,0,0,1,0,1,1,1,1,1
hollywoodlife.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0
jra-automacao.com.br,0,0,1,3,0,0,0,1,0,0,1,1,0,0,1,0
yoho.com.tw,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0
gawvs.in,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
translate.sogoucdn.com,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0
1drv.ms,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0
mixbook1.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
urlz.fr,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
diablodev.com,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
nicolocs.fr,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
j-noordeloos-regenesis-therapeut.nl,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0
sellao-managero.joomla.com,0,0,1,5,0,0,0,1,0,1,0,1,0,0,1,0
smallseotools.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
fotoblad.com,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0
hostpoint.ch.informaticaits.it,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
fishki.net,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
portoengenharia.net,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0
semconnord-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0
kristallsolucoes.com.br,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0
afirehorse.com,0,0,0,4,0,0,0,0,0,1,0,1,0,0,1,0
joeylandon06.typeform.com,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0
wazzpromo.com,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0
mootah-medical.com,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0
sfglobe.com,0,0,1,4,0,0,0,0,0,0,0,1,1,0,1,0
proxyx.ru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
godrejs-southestate-okhla.com,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
wpengine.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0
maanprofessionals.nl,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0
securlty.be,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0
crewscontrolmd-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,0,1,0,0,1,0
othermindmedia.com,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0
shareba.com,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
53.com-id3105365.thoughtoholics.net,0,0,1,2,0,0,0,1,0,1,0,0,0,0,1,0
pmasc.co.uk,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0
grottedisaledesenzano.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
techmarketingbuffalo.com,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
rendaorganica.com.br,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
drcorreamejoresimplantes.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
wallieget.com,0,0,0,3,0,0,1,0,0,1,1,1,0,0,1,0
ltaucard.com,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
tptelecom.it,0,0,1,8,0,0,0,0,0,1,0,0,1,0,1,0
ip-132-148-145-99.ip.secureserver.net,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0
pattiturner.com,0,0,1,4,1,0,0,0,0,1,0,1,0,0,1,0
olx.in,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,1
wspolnie.com.pl,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0
theyellowsparrow.com,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
cooperativabetania.org,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0
193.35.48.23,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0
facebook.valkan.cl,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
acct-frederickcountymd-inv.com,0,0,1,3,0,0,0,1,0,1,0,1,0,0,1,0
809829138265744-dot-ugd-vya-odk.appspot.com,0,0,1,2,0,0,1,1,1,1,1,1,0,0,1,0
47.89.46.18,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
medellincannabis.co,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0
educationthai.co.th,0,0,1,8,0,0,0,0,0,1,1,1,0,0,1,0
aproveitaquedatempo.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
a2plvcpnl308307.prod.iad2.secureserver.net,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0
home0customer00alertshoersystemcpo42fwon.000webhostapp.com,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0
agemcargo.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0
snoweco.com,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
mashable.com,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0
grupoenercon.com.sv,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0
xmley.codesandbox.io,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
thatsmint.work,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0
cox.com,0,0,1,2,0,0,1,0,0,1,1,1,0,0,1,0
positiveomar.net,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1
noticias.uol.com.br,0,0,1,7,0,0,0,0,0,1,1,1,0,0,1,0
cittainfinite.eu,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0
pnrm.jp,0,0,1,11,0,0,0,0,0,0,0,1,0,0,1,0
bnkrealestate.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0
championsgate-vacationhomes.orlandoareavacation.com,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0
nepan.org.np,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,0
handsonbeautysalon.co.uk,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0
new.mythreeaccountdetails.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
willyardlaw.com,0,1,1,2,1,0,0,0,0,1,0,1,0,0,1,0
acessotaucard.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
laurenbowling.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
dota2-starts.fun,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1
youweb-bancobpm-it-verifica-dati.riepilogodati.info,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0
mail.rivergovc.nl,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0
zonasegura-vialbcp.com,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
zohard.com,0,0,1,8,0,0,0,0,0,1,0,0,1,0,1,0
capminvestment.com,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0
kaizenpak.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0
infoupdate-three.com,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1
synerquest.com,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0
particulares.santander.totta-pt.eu,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
oferamericanasweb.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
jacintomontu.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0
homen-atendimento.joomla.com,0,0,1,2,0,0,0,1,0,1,0,1,0,0,1,0
haywardtransportationllc.com,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0
noticias.uol.com.br,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0
allegro.pl,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0
500px.com,0,0,1,2,0,0,1,0,0,1,0,0,0,0,1,0
kishblackdolphin.ir,0,0,1,5,0,0,0,0,1,0,1,1,0,0,1,0
maio-em-promocoes.com,0,0,1,3,0,0,0,1,0,1,0,1,1,1,1,1
ecusltd-my.sharepoint.com,0,0,1,7,0,0,1,1,0,1,1,1,0,0,1,0
castromonitoramento.com.br,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0
lenagruessdich.net,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
vmoremlm.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
pasite-454632.jdevcloud.com,0,0,1,4,0,0,0,1,0,1,1,1,0,0,1,0
stpetersquare.net,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1
bit.ly,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
odaah.com,0,0,1,4,0,0,0,0,0,1,1,0,0,0,1,0
chikh-ali.com,0,0,1,4,0,0,0,1,0,1,0,1,0,0,1,0
thejobnewsupdate.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0
dropbox.com,0,0,1,2,0,0,1,0,0,1,0,0,0,0,1,0
pentagonconsultants.in,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
u704893oyf.ha004.t.justns.ru,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1
bclo.com.co,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
fazenda.gov.br,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0
5de7b3245c2760991.temporary.link,0,0,1,2,0,0,0,0,1,0,1,1,0,0,1,0
casadecambiodq.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
bb.alerta-seguranca.com,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
cmfraj.org,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0
rt.com,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0
profelectrik.ru,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0
allrecipes.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0
argus-garage-doors-repair.com,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
baprov-visahome.com,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
andrikapermana.com,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
chat-whatsapp.holl45.ga,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0
peacefulplushes.com,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0
fashionphotographycourse.com,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0
familypromisedc.org,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0
solutionschiro.net,0,0,1,4,1,0,0,0,0,1,1,1,0,0,1,0
principesdedeus.com.br,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0
meuitaucard.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
secure.counterpath.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0
animatics.co.uk,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0
kurortnoye.com.ua,0,1,1,3,0,0,0,0,0,0,1,1,1,0,1,0
hamt.jp,0,0,1,8,0,0,0,0,0,1,1,1,0,0,1,0
missionpick.com,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0
poddar-wonder-city.co.in,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
erdcs.xyz,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
ademsa.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0
earlystickgraft.com,0,0,1,2,0,0,1,0,0,0,1,1,0,0,1,0
di448620c5wng.cloudfront.net,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0
onedrive.live.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0
sk8hiromania.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
moviepilot.com,0,0,1,5,0,0,1,0,0,1,1,1,1,1,1,1
putlocker.is,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0
zlobek.stargard.pl,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
wudustore.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0
kustkaluga.narod.ru,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
paullemmerick.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0
eevee.tv,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0
sparkpassedecom.com,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1
michelleconnollylpc.com,0,0,1,4,0,0,0,0,0,1,1,0,0,0,1,0
realestate-page.us.alapinta.com,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
betasusgunceladres.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0
keramikadecor.com.ua,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0
zonasegurabcp.movil-viabcp.com,0,0,1,2,0,0,0,1,0,1,0,1,0,0,1,0
a2plvcpnl357327.prod.iad2.secureserver.net,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0
hostiotics.com,0,0,1,4,0,0,0,0,0,0,0,1,1,0,1,0
uproxx.com,0,0,1,4,0,0,1,0,0,1,0,1,0,0,1,0
team-snudesde.google-safety.de,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0
subscriber.dg48df4g.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
usup.strametyapi.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
motthegioi.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0
magalupromo2020.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
mainichi.jp,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0
8s8cyak8emzp3qvvwmgx5qnqjjr17xltp4haci3m.s3.ap-northeast-2.amazonaws.com,0,0,1,3,0,0,0,1,0,1,1,1,0,0,1,0
chiatena.zxy.me,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0
volarevic.com,0,0,0,5,0,0,0,0,0,1,0,0,0,0,1,0
shifawll1.ae,0,0,0,4,0,0,0,0,0,1,1,1,0,0,1,0
memose2.com,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
eevee.tv,0,0,0,4,0,0,0,0,0,1,0,1,0,0,1,0
oaep.diw.go.th,0,0,1,6,0,0,0,0,0,0,1,1,0,0,1,0
egyphar.net,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0
donslan.com,0,0,1,6,0,0,0,0,1,1,1,1,0,0,1,0
definelife.me,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0
ilardo.com,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0
covid19-seguranca.autosmsbb.com,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
ap.org,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,1
gt3fixcndessmx29f6bnzxbblrs-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0
urlspro.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
waverif.misecure.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
gambal.net,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
hm.rc-verify5.com,0,0,0,2,0,0,0,1,0,1,0,1,0,0,1,0
taijishentie.com,0,0,1,2,1,0,0,0,0,1,0,1,0,0,1,0
okulumda.com,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0
frsthorizon.com-ahix.937101.tspca.org,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1
thorrak.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
summerland.cl,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
russianamericanballet.com,0,0,1,5,0,0,1,0,0,1,0,1,0,0,1,0
exchangedictionary.com,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1,0
lamvb.czweb.org,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
kerryduncan2-live.php5.hostingweb.co.uk,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
klanten-registrate.info,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
nabaud.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
sucursalvirtualpersonas.info,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
artexport.com.vn,0,0,1,7,0,0,1,0,1,0,1,1,0,0,1,0
appleid.apple.com-en.klantencs.com,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1
gawker.com,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
myappstore.org,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0
paypal-support-help-uk.com,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
file.docapps.dns-cloud.net,0,1,1,3,0,0,0,1,0,0,1,1,1,1,1,1
u708953pu8.ha004.t.justns.ru,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
howitfix.com,0,0,0,3,0,0,1,0,0,0,1,0,0,0,1,0
cavemanroasting.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
176.119.1.180,1,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0
handle.booktobi.com,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0
twowheelcool.com,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0
dotpay.e-pocztex.pl,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1
demo.travelbusinessportal.com,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
docs.google.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0
babymeadows.sg,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0
loansmumbai.com,0,0,0,3,0,0,0,0,0,1,0,1,1,1,1,1
arenda167023.000webhostapp.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
stikerpackvkk.000webhostapp.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
moschinooutlet.pl,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
zoohanpro.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0
semanadasmaeconfira.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0
webpageshome.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
secure24-paypal-payement.blogspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0
allegro.pl,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0
itisrighi.fg.it,0,0,0,3,1,0,0,0,0,1,0,0,0,0,1,0
prodxattnetcommonlogi.godaddysites.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
acct-scsouthmountain-inv.org,0,0,1,3,0,0,0,1,1,1,1,1,0,0,1,0
alsapan-epi.com,0,0,1,4,0,0,0,1,0,1,0,0,0,0,1,0
snapchat.accounts.crimsonmart.com,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0
mariamuller.com.br,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0
imxprs.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
issa365-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0
expressshippers.net,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1
siesoluciones.com,0,0,1,7,0,0,0,0,0,1,1,1,0,0,1,0
steamcommunity.com,0,0,1,8,1,0,0,0,0,1,0,1,0,0,1,0
securesquared.co.uk,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0
betdhw.com,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0
rocketnews24.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0
netorgft1432979-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,0,1,0,0,1,0
myrnd.info,0,0,1,8,0,0,0,0,0,1,0,1,0,0,1,0
obslive.oss-eu-west-1.aliyuncs.com,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0
steamcommunnitty.tk,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
olx.ua,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0
goldsubzehy.tk,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0
mycarauctionad.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0
nametests.com,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0
binanceofficialdex.com,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
brandedmikadotrousers.com,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0
rplg.co,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
buff.ly,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
gooyatoronto.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tny.sh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
wdestaques14.comprehojeegarante.com,0,0,1,5,0,0,0,0,0,0,0,1,0,0,1,0
norcaltc-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0
nectaribate.com.br,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0
asmelhoresofertasmagalu.com,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1
ftp.kingdomhotelsupplies.nl,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0
plytecfi-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0
mevida.se,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
steamproxy.net,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0
geoenergia.net,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
venha-conferir-super-liquidacao.shop,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1
solcold.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mncelektronik.com,0,0,1,7,0,0,0,0,0,1,0,0,0,0,1,0
breakingthelimits.com,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
kanakapolymers.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0
laurelmine.xyz,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
my-wonderland.com,0,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0
cafecitoperez.ivanidzakovic.com,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0
wdestaques14.modelodeaproveitar.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0
slashdot.org,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0
vipplusavlu.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0
fftcbd.com,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0
lyrapuspa.quantumresign.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0
alpha-mail-server3.ns01.info,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0
portal-meu-a-p-p-web1-itaunet1-com-voce.000webhostapp.com,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0
planwise.co.za,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0
jeremyfullserviceinc.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0
bitscases.gq,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
fr57f6yg.gb.net,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0
vaunty-halt.000webhostapp.com,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0
puntaarenas.cl,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0
toplinok.beget.tech,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
seekingalpha.com,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0
kovolem.cz,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
deltacorpuae.com,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0
halfmoonsmast.jrcasey.com,0,0,1,6,0,0,0,0,1,1,1,1,0,0,1,0
davidhavenar2311.typeform.com,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0
wisegeek.com,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
ideeonlineupdateinforeferencenumb09652685.draintekireland.co.uk,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
restaurantelabarquita.com,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0
attyf.yolasite.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0
a.a.3483.fhug.5875.dhirt.4989.rgkhr.594k.egih.dg4r4t.clearpointsupplies.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
